Pays_indic,Country Name,Country Code,Indicator Name,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Simple Indicator
"SVK_Population, total",Slovak Republic,SVK,"Population, total",5372807.0,5373054.0,5374622.0,5379233.0,5386406.0,5391428.0,5398384.0,5407579.0,5413393.0,5418649.0,5423801.0,5430798.0,5439232.0,5446771.0,pop
SVK_Profit tax (% of commercial profits),Slovak Republic,SVK,Profit tax (% of commercial profits),8.0,7.4,7.4,7.5,8.3,8.1,8.3,7.8,7.9,8.4,9.4,9.5,9.5,9.1,profit_tax
SVK_Research and development expenditure (% of GDP),Slovak Republic,SVK,Research and development expenditure (% of GDP),0.49401000000000006,0.47563,0.44823999999999997,0.46203999999999995,0.47326,0.6161399999999999,0.6632600000000001,0.80495,0.82362,0.88008,1.17171,0.78895,0.8826700000000001,0.83252,RetD
SVK_Total tax and contribution rate (% of profit),Slovak Republic,SVK,Total tax and contribution rate (% of profit),50.0,47.6,47.6,47.4,48.4,48.9,48.3,49.2,48.7,49.4,50.4,50.1,50.1,49.7,total_tax_contrib
"SVK_Unemployment, total (% of total labor force) (modeled ILO estimate)",Slovak Republic,SVK,"Unemployment, total (% of total labor force) (modeled ILO estimate)",16.256000518798803,13.373000144958501,11.1429996490479,9.50800037384033,12.0249996185303,14.378999710083,13.616999626159698,13.963000297546401,14.2209997177124,13.184000015258801,11.480999946594201,9.670000076293949,8.13099956512451,6.53599977493286,unemployment rate
SVN_Exports of goods and services (% of GDP),Slovenia,SVN,Exports of goods and services (% of GDP),59.8112707812506,64.870215419655,67.8990715941993,66.3132528239823,57.264288520012705,64.2748225995176,70.2471458085713,72.891588930235,74.21647517182659,76.15174213985479,77.14867825844841,77.5981668322775,83.1274937002328,84.7956132789962,exports_rate
"SVN_Exports of goods and services, PPP (constant 2017 international $)",Slovenia,SVN,"Exports of goods and services, PPP (constant 2017 international $)",37419059649.74567,42916150371.25917,48055433623.59477,48580350025.3579,38784520921.55826,44117654222.3827,48632309023.068954,49131123208.00857,49509246564.14568,52206480014.558655,54058848915.99092,56109341871.246155,62988743833.68569,67069901530.13051,exports
"SVN_Exports of goods and services, PPP (constant 2017 international $) per capita",Slovenia,SVN,"_Exports of goods and services, PPP (constant 2017 international $) per capita",18705.096716950917,21384.640330733844,23811.95667238887,24034.020423010505,19015.10535364231,21535.692828839594,23690.223277215526,23882.997477593402,24034.16318923086,25318.61609451045,26197.255537227655,27171.04149515901,30482.534661295795,32340.081764126087,exports_hab
"SVN_Exports of goods and services, PPP (constant 2017 international $) per labor unit",Slovenia,SVN,"_Exports of goods and services, PPP (constant 2017 international $) per labor unit",36719.26391799649,41840.718386569184,46195.02152184549,46879.197699247605,37163.415570938356,42265.90058591269,47539.33223563937,48282.225125845944,48874.706252864744,51316.951969125825,53475.96094172611,56201.343470507374,61206.65098364586,64641.264578646194,exports_labor_unit
"SVN_Foreign direct investment, net inflows (% of GDP)",Slovenia,SVN,"Foreign direct investment, net inflows (% of GDP)",2.6812942132847204,1.75279441323813,3.92553375942331,1.94544190418096,-0.688871871715809,0.6626570736632471,1.70032631288849,0.0719999143700849,0.21491454568530302,2.04159148472,4.015177853740971,3.23288504177216,2.4620543932044505,2.8399024253448797,IDE
"SVN_GDP per capita, PPP (constant 2017 international $)",Slovenia,SVN,"GDP per capita, PPP (constant 2017 international $)",31273.531681615,32965.2679467664,35069.6351412604,36243.1631680094,33205.8702641471,33505.643357468,33724.1079399484,32765.093789424704,32383.8650833077,33247.5861786748,33956.8429798197,35015.055901883796,36669.618322933304,38138.8618037588,gdb_hab
"SVN_GDP, PPP (constant 2017 international $)",Slovenia,SVN,"GDP, PPP (constant 2017 international $)",62561887017.247,66156941353.7912,70774802210.5507,73258885602.1081,67728984195.8027,68639091386.1718,69230298915.7675,67403007574.7591,66709240029.9549,68555857748.7039,70070998150.9904,72307561069.7379,75773659267.0895,79095956661.6445,gdp
SVN_Gross capital formation (% of GDP),Slovenia,SVN,Gross capital formation (% of GDP),28.46096851835,30.291584701926197,33.0465894207859,32.8857309363166,23.451295323253603,22.3616415935922,21.6900550045524,18.759266749770898,19.5866071668353,19.3740246262637,19.1636779594983,18.4268674769369,20.0468091320798,21.1800366368295,FBCF
"SVN_Labor force, total",Slovenia,SVN,"Labor force, total",1019058.0,1025703.0,1040273.0,1036288.0,1043621.0,1043812.0,1022991.0,1017582.0,1012983.0,1017334.0,1010900.0,998363.0,1029116.0,1037571.0,labor_force
SVN_Labor tax and contributions (% of commercial profits),Slovenia,SVN,Labor tax and contributions (% of commercial profits),23.1,23.1,22.0,21.1,19.9,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,labor_tax_contrib
SVN_Other taxes payable by businesses (% of commercial profits),Slovenia,SVN,Other taxes payable by businesses (% of commercial profits),1.8,1.8,1.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,other_taxes_entreprise
"SVN_Population, total",Slovenia,SVN,"Population, total",2000474.0,2006868.0,2018122.0,2021316.0,2039669.0,2048583.0,2052843.0,2057159.0,2059953.0,2061980.0,2063531.0,2065042.0,2066388.0,2073894.0,pop
SVN_Profit tax (% of commercial profits),Slovenia,SVN,Profit tax (% of commercial profits),14.3,14.3,14.5,13.6,15.6,15.3,14.6,14.6,13.1,12.7,12.7,12.7,12.7,12.7,profit_tax
SVN_Research and development expenditure (% of GDP),Slovenia,SVN,Research and development expenditure (% of GDP),1.41229,1.53291,1.42382,1.62564,1.8162900000000002,2.05763,2.42358,2.5731900000000003,2.5801,2.36743,2.19504,2.01191,1.8658099999999997,1.9422099999999998,RetD
SVN_Total tax and contribution rate (% of profit),Slovenia,SVN,Total tax and contribution rate (% of profit),39.2,39.2,38.4,34.9,35.8,33.6,32.9,32.9,31.4,31.0,31.0,31.0,31.0,31.0,total_tax_contrib
"SVN_Unemployment, total (% of total labor force) (modeled ILO estimate)",Slovenia,SVN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.50600004196167,5.949999809265139,4.81799983978271,4.3709998130798295,5.85699987411499,7.23600006103516,8.16600036621094,8.84000015258789,10.1020002365112,9.66800022125244,8.96199989318848,8.0,6.56400012969971,5.10799980163574,unemployment rate
SWE_Exports of goods and services (% of GDP),Sweden,SWE,Exports of goods and services (% of GDP),45.01548061554,47.4874330005625,47.6102603456699,49.086922921600504,43.45397880441179,44.6788529489048,45.271191191835605,45.027525416194,42.5268091342415,43.2661612480684,43.7667675162599,42.691478270481,43.734721932138,45.6830615126713,exports_rate
"SWE_Exports of goods and services, PPP (constant 2017 international $)",Sweden,SWE,"Exports of goods and services, PPP (constant 2017 international $)",187514022676.3795,207034533686.31168,214708827087.69604,220370763507.24167,186616071702.53052,203297064434.2453,212574454106.76157,210186448082.51056,200871109599.9399,209794931005.8723,221749598158.3119,220780240073.38318,231983419171.90414,247043313676.292,exports
"SWE_Exports of goods and services, PPP (constant 2017 international $) per capita",Sweden,SWE,"_Exports of goods and services, PPP (constant 2017 international $) per capita",20766.656789090277,22799.892041941686,23470.339726327198,23902.32538517966,20069.44890689863,21677.79196336723,22496.524748332118,22079.86030200206,20923.247884269975,21637.0205170808,22629.38964096731,22249.153370487424,23065.259980156905,24278.930514512223,exports_hab
"SWE_Exports of goods and services, PPP (constant 2017 international $) per labor unit",Sweden,SWE,"_Exports of goods and services, PPP (constant 2017 international $) per labor unit",39993.35044061474,43584.96971166966,44501.0557089473,45046.121882532105,38020.99077154174,41117.23687252993,42508.09802728755,41740.182993951166,39391.079980676164,40791.5959904805,42758.779913520455,42048.08500746538,43475.1372229441,45652.52795381365,exports_labor_unit
"SWE_Foreign direct investment, net inflows (% of GDP)",Sweden,SWE,"Foreign direct investment, net inflows (% of GDP)",5.29875780977657,5.21224259891122,9.39303090626209,8.0038751828389,2.05271748500075,0.126076302691436,1.2157159597585,0.7735126541073629,0.224427166638678,-1.4819241064023998,2.03013931833984,3.0334724146582097,4.8700580228413,-0.37839344466085906,IDE
"SWE_GDP per capita, PPP (constant 2017 international $)",Sweden,SWE,"GDP per capita, PPP (constant 2017 international $)",46132.2560708622,48012.4753040907,49296.81030081111,48693.8760112453,46185.526525044006,48519.132727418495,49692.804973926104,49036.361865138395,49200.135891275,50009.1061765892,51704.5030400297,52116.146528174,52739.011387671904,53146.461096478604,gdb_hab
"SWE_GDP, PPP (constant 2017 international $)",Sweden,SWE,"GDP, PPP (constant 2017 international $)",416554527714.28796,435977522061.17206,450971755938.368,448939860946.68896,429456811176.02,455018540128.454,469557898766.08795,466795468193.59,472339951407.743,484893794489.88794,506662042326.81604,517152951871.525,530433049355.765,540776614999.344,gdp
SWE_Gross capital formation (% of GDP),Sweden,SWE,Gross capital formation (% of GDP),22.2789854268982,23.2559003712118,24.881500886371605,24.5907029754242,21.036631811579603,22.9620372393966,23.834271527842002,22.591225528881804,22.523125845776402,23.5041187358023,24.4286897924407,24.715387049377497,25.7247095950915,26.0083971479852,FBCF
"SWE_Labor force, total",Sweden,SWE,"Labor force, total",4688630.0,4750136.0,4824803.0,4892114.0,4908238.0,4944327.0,5000799.0,5035590.0,5099406.0,5143092.0,5186060.0,5250661.0,5336002.0,5411383.0,labor_force
SWE_Labor tax and contributions (% of commercial profits),Sweden,SWE,Labor tax and contributions (% of commercial profits),36.9,36.9,36.4,36.4,36.6,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,labor_tax_contrib
SWE_Other taxes payable by businesses (% of commercial profits),Sweden,SWE,Other taxes payable by businesses (% of commercial profits),0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,other_taxes_entreprise
"SWE_Population, total",Sweden,SWE,"Population, total",9029572.0,9080505.0,9148092.0,9219637.0,9298515.0,9378126.0,9449213.0,9519374.0,9600379.0,9696110.0,9799186.0,9923085.0,10057698.0,10175214.0,pop
SWE_Profit tax (% of commercial profits),Sweden,SWE,Profit tax (% of commercial profits),16.6,16.6,16.8,16.8,16.7,16.0,16.0,16.0,16.0,13.1,13.1,13.1,13.1,13.1,profit_tax
SWE_Research and development expenditure (% of GDP),Sweden,SWE,Research and development expenditure (% of GDP),3.38312,3.49609,3.25273,3.4910400000000004,3.4459800000000005,3.2126200000000003,3.24522,3.2777199999999995,3.30252,3.14261,3.26418,3.26923,3.39676,3.3393699999999997,RetD
SWE_Total tax and contribution rate (% of profit),Sweden,SWE,Total tax and contribution rate (% of profit),54.1,54.1,53.8,53.8,53.9,52.1,52.1,52.1,52.1,49.1,49.1,49.1,49.1,49.1,total_tax_contrib
"SWE_Unemployment, total (% of total labor force) (modeled ILO estimate)",Sweden,SWE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",7.48600006103516,7.06599998474121,6.16099977493286,6.235000133514401,8.35099983215332,8.60999965667725,7.80399990081787,7.97599983215332,8.052000045776369,7.95300006866455,7.43200016021729,6.9899997711181605,6.71799993515015,6.34600019454956,unemployment rate
UKR_Exports of goods and services (% of GDP),Ukraine,UKR,Exports of goods and services (% of GDP),48.745524589532,44.14905945675489,42.463268738533394,44.4321851993019,43.9131178119664,47.0534008557034,49.8163448823876,47.7207797708926,42.9567198426424,48.592961815850295,52.5976795082231,49.29861945771871,48.0142981525409,45.1993149461495,exports_rate
"UKR_Exports of goods and services, PPP (constant 2017 international $)",Ukraine,UKR,"Exports of goods and services, PPP (constant 2017 international $)",251603757281.38416,244832742611.42224,253365560408.69443,271221774010.6857,228492484115.03754,254220103305.45746,283858011171.4482,272566309667.61105,245289970576.66144,259292005928.71964,253232269655.09988,242653806898.04898,242160257836.83734,235725698163.80157,exports
"UKR_Exports of goods and services, PPP (constant 2017 international $) per capita",Ukraine,UKR,"_Exports of goods and services, PPP (constant 2017 international $) per capita",5341.31926368305,5232.834539583092,5447.625760638788,5863.2164352712925,4961.475731582533,5542.097157433263,6210.507965426053,5978.204222616781,5392.215182158839,5727.40573540875,5608.186821995268,5391.746797189309,5401.60890052945,5282.662402955422,exports_hab
"UKR_Exports of goods and services, PPP (constant 2017 international $) per labor unit",Ukraine,UKR,"_Exports of goods and services, PPP (constant 2017 international $) per labor unit",11353.822854551405,11112.658785212148,11563.890618323874,12441.901124492682,10512.370666099863,11733.88469178037,13123.86284470658,12728.949637407108,11371.20877538392,12381.981037111924,12090.200964194786,11691.273455200551,11749.540862378182,11537.022348686647,exports_labor_unit
"UKR_Foreign direct investment, net inflows (% of GDP)",Ukraine,UKR,"Foreign direct investment, net inflows (% of GDP)",9.072959700331731,5.205859954159321,7.148988857362291,5.950501039454941,4.07212120282228,4.7429235481486,4.41714544177614,4.65066325233916,2.45976564259575,0.6344407167365611,-0.405356597591001,4.2493254539029,3.4922788099529396,3.4957486892643796,IDE
"UKR_GDP per capita, PPP (constant 2017 international $)",Ukraine,UKR,"GDP per capita, PPP (constant 2017 international $)",10957.558275678299,11852.652364449099,12829.03064807,13195.876837863501,11298.390956495701,11778.313696025902,12466.8077918775,12527.465501021,12552.6697613585,12408.95159807,11237.0744571217,11534.638001777701,11871.123624091799,12338.0028039485,gdb_hab
"UKR_GDP, PPP (constant 2017 international $)",Ukraine,UKR,"GDP, PPP (constant 2017 international $)",516157656318.29,554559362360.2379,596669940716.969,610417364786.612,520328538486.905,540279976967.155,569808989081.022,571169018981.2521,571016528904.44,533599921139.49,481451410067.45294,492212174635.36206,504350302211.014,521524935598.35,gdp
UKR_Gross capital formation (% of GDP),Ukraine,UKR,Gross capital formation (% of GDP),26.3266375070575,28.8130355283635,32.8258523638697,32.5112365660083,19.8511924984712,20.8733807324065,22.4369245633239,21.715507354401602,18.488627475604,13.3964957165318,15.933316034244198,21.724162361598896,19.946968412289802,18.5868040069696,FBCF
"UKR_Labor force, total",Ukraine,UKR,"Labor force, total",22160268.0,22031878.0,21910062.0,21799062.0,21735581.0,21665468.0,21629151.0,21413103.0,21571143.0,20941076.0,20945249.0,20755122.0,20610189.0,20432109.0,labor_force
UKR_Labor tax and contributions (% of commercial profits),Ukraine,UKR,Labor tax and contributions (% of commercial profits),44.3,44.0,43.4,43.3,43.3,43.3,43.3,43.1,43.1,43.1,43.1,43.1,24.8,29.6,labor_tax_contrib
UKR_Other taxes payable by businesses (% of commercial profits),Ukraine,UKR,Other taxes payable by businesses (% of commercial profits),0.7,0.7,0.7,1.7,1.7,1.8,1.6,0.7,0.1,0.1,0.1,0.5,1.1,1.1,other_taxes_entreprise
"UKR_Population, total",Ukraine,UKR,"Population, total",47105171.0,46787786.0,46509355.0,46258189.0,46053331.0,45870741.0,45706086.0,45593342.0,45489648.0,45272156.0,45154036.0,45004674.0,44831135.0,44622518.0,pop
UKR_Profit tax (% of commercial profits),Ukraine,UKR,Profit tax (% of commercial profits),12.3,12.4,12.5,12.3,12.3,10.4,12.2,11.6,11.3,9.5,9.0,8.7,11.9,11.0,profit_tax
